,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
1989,Little Mason Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4560,-121.6049,19,http://www.wta.org/go-hiking/hikes/little-mason-lake
1990,Chelan Ridge,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/chelan-ridge
1991,Tyler Peak Trail,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/tyler-peak-trail
1992,Center Mtn (6593') Daemon Peak (7514'),North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/center-mtn-6593-daemon-peak-7514
1993,Bathtub Lakes,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,12,http://www.wta.org/go-hiking/hikes/bathtub-lakes
1994,McClain Peaks,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/mcclain-peaks
1995,Goat Wall Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.5938,-120.3985,2,http://www.wta.org/go-hiking/hikes/goat-wall-trail
1996,Jade Lake,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.5989,-121.1803,27,http://www.wta.org/go-hiking/hikes/jade-lake
1997,Dip Top Gap,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5436,-121.0969,4,http://www.wta.org/go-hiking/hikes/diptop-gap
1998,Trapper Peak,North Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,48.6511,-121.3412,7,http://www.wta.org/go-hiking/hikes/trapper-peak
1999,Catherine Creek - Tracy Hill Loop Hike,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/catherine-creek-ada-trail
2000,Baker Lake - Horseshoe Cove Snowshoe,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.6786,-121.7103,3,http://www.wta.org/go-hiking/hikes/baker-lake-horseshoe-cove
2001,Proctor Creek,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/proctor-creek-wanderings
2002,Pioneer Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5404,-122.2229,4,http://www.wta.org/go-hiking/hikes/pioneer-park-mercer-island
2003,Seven Fingered Jack,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,15,http://www.wta.org/go-hiking/hikes/seven-fingered-jack
2004,Mac Peak,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.6515,-121.1908,4,http://www.wta.org/go-hiking/hikes/mac-peak
2005,Gold Basin Mill Pond Interpretive Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.0877,-121.7695,4,http://www.wta.org/go-hiking/hikes/gold-basin-mill-pond-interpretive-trail
2006,Eagle Cliff (Cypress Island),Puget Sound and Islands,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,48.6026,-122.7043,2,http://www.wta.org/go-hiking/hikes/eagle-cliff-cypress-island
2007,Bench Lake Loop,South Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/bench-lake-loop
2008,Three Fools Pass,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/three-fools-pass
2009,Surprise Mountain,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7065,-121.1500,23,http://www.wta.org/go-hiking/hikes/1063-surprise-mtn
2010,Hellroaring Meadows,South Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/hellroaring-meadows
2011,Nanny Goat Mountain,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/nanny-goat-mountain
2012,Little Annapurna,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.5280,-120.8207,32,http://www.wta.org/go-hiking/hikes/little-annapurna
2013,McCollum Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.8785,-122.2238,5,http://www.wta.org/go-hiking/hikes/forest-loop-trail
2014,Glacier Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,28,http://www.wta.org/go-hiking/hikes/glacier-lake-1
2015,Park Lakes,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,14,http://www.wta.org/go-hiking/hikes/park-lakes
2016,Lake Youngs,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/lake-youngs
2017,Twin Lakes (Monte Cristo),North Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,48.0251,-121.4437,38,http://www.wta.org/go-hiking/hikes/twin-lakes-monte-cristo
2018,Thor and Nimbus,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/thor-and-nimbus
2019,Kindy Ridge,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/kindy-ridge
2020,Mount Stuart,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.4751,-120.9031,25,http://www.wta.org/go-hiking/hikes/mount-stuart
2021,Hessong Rock and Mount Pleasant,Mount Rainier Area,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,11,http://www.wta.org/go-hiking/hikes/hessong-rock-mt-pleasant
2022,Couger Divide,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.8697,-121.7972,1,http://www.wta.org/go-hiking/hikes/couger-divide
2023,Esmeralda Peak Loop,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4432,-120.9399,5,http://www.wta.org/go-hiking/hikes/esmeralda-peak-loop
2024,Boston Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/boston-peak
2025,Harrison Lake,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/harrison-lake
2026,Terrace Trail - Newcastle,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/terrace-trail-newcastle
2027,Scenic Creek,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/scenic-creek
2028,Murphy Lakes,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/murphy-lakes
2029,Spark Plug and Little Spark Plug Peaks,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,6,http://www.wta.org/go-hiking/hikes/spark-plug-and-little-spark-plug-peaks
2030,Bailey Range Traverse,Olympic Peninsula,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.8512,-123.5860,16,http://www.wta.org/go-hiking/hikes/bailey-range
2031,East Bearjack Peak - West Bearjack Peak,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/bearjack-east-and-west
2032,Enchantment Peak,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/enchantment-peak
2033,Revolution Peak,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4698,-121.6686,12,http://www.wta.org/go-hiking/hikes/revolution-peak
2034,Abiel Peak,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3528,-121.4703,25,http://www.wta.org/go-hiking/hikes/abiel-peak
2035,Gardner Mountain,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,12,http://www.wta.org/go-hiking/hikes/gardner-mountain
2036,French Creek,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/french-creek-2
2037,Lichtenberg Mountain,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.7989,-121.0651,18,http://www.wta.org/go-hiking/hikes/lichtenberg-mountain
2038,North Gardner Mountain,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/north-gardner-mountain
2039,Sunset Mine,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.8592,-121.4648,9,http://www.wta.org/go-hiking/hikes/sunset-mine
2040,Reynolds Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/reynolds-peak
2041,Abernathy Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4352,-120.5195,8,http://www.wta.org/go-hiking/hikes/abernathy-peak
2042,Maple Falls Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.9245,-122.0771,2,http://www.wta.org/go-hiking/hikes/maple-falls-trail
2043,Cama Beach State Park,Puget Sound and Islands,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],NR,48.1322,-122.5031,25,http://www.wta.org/go-hiking/hikes/cama-beach-state-park
2044,Big Craggy Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/big-craggy-peak
2045,West Craggy Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/west-craggy-peak
2046,Lizard Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/lizard-lake-snoqualmie
2047,Sky Mountain,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7461,-121.0892,5,http://www.wta.org/go-hiking/hikes/sky-mountain
2048,Whitehorse Trail - Arlington to Trafton,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.2007,-122.1268,9,http://www.wta.org/go-hiking/hikes/whitehorse-trail-arlington-to-trafton
2049,Deception Pass State Park - North Beach,Puget Sound and Islands,NR,NR,5.00 out of 5,(2 votes) Log in to rate,[],NR,48.4008,-122.6620,25,http://www.wta.org/go-hiking/hikes/deception-pass-state-park-north-beach
2050,Chimney Rock,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/chimney-rock
2051,Holman Pass (Seven Pass) Loop,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/holman-pass-loop
2052,Tolt Pipeline Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,11,http://www.wta.org/go-hiking/hikes/tolt-pipeline-trail
2053,Summit Lake,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/summit-lake-1
2054,Lake Augusta,Central Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,18,http://www.wta.org/go-hiking/hikes/lake-augusta
2055,Goat Lake,Olympic Peninsula,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.9120,-123.1427,9,http://www.wta.org/go-hiking/hikes/goat-lake-3
2056,Sucia Island,Puget Sound and Islands,NR,NR,4.33 out of 5,(3 votes) Log in to rate,[],NR,48.7528,-122.9043,5,http://www.wta.org/go-hiking/hikes/sucia-island
2057,Volcanic Neck,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3900,-120.8724,9,http://www.wta.org/go-hiking/hikes/volcanic-neck
2058,Devil's Head,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/devils-head
2059,Wynoochee Pass to Sundown Lake,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.8575,-121.4566,9,http://www.wta.org/go-hiking/hikes/sundown-lake-way-trail
2060,Island Lake,North Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.0326,-121.6835,3,http://www.wta.org/go-hiking/hikes/island-lake-3
2061,Poet Ridge (Little Wenatchee Ridge),Central Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/poet-ridge
2062,Threeway Peak,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/threeway-peak
2063,Cat Creek Way,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/cat-creek-way-trail
2064,Mount Fernow,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.0823,-120.8357,4,http://www.wta.org/go-hiking/hikes/mount-fernow
2065,Hogback Mountain,South Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,10,http://www.wta.org/go-hiking/hikes/hogback-mountain
2066,Windy Pass,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,30,http://www.wta.org/go-hiking/hikes/windy-pass-1
2067,Little Joe Lake,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/joe-lake
2068,Camp Schurman,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,46.9003,-121.6581,6,http://www.wta.org/go-hiking/hikes/camp-schurman
2069,Columbia National Wildlife Refuge - Marsh Lake Unit,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/oillar-widgeon-and-hampton-lakes
2070,Old Sauk Mountain Trail,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/old-sauk-mountain-trail-614
2071,Valley of the Silent Men,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/valley-of-the-silent-men
2072,Eightmile Mountain,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5359,-120.8140,2,http://www.wta.org/go-hiking/hikes/eightmile-mountain
2073,Dixie Peak,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5279,-121.7093,13,http://www.wta.org/go-hiking/hikes/dixie-peak
2074,DeRoux Peak,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4195,-120.9396,10,http://www.wta.org/go-hiking/hikes/deroux-peak
2075,West Tibbett's Creek Trail (#COUGAR-E10),Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,22,http://www.wta.org/go-hiking/hikes/west-tibbetts-creek-trail-cougar-e10
2076,Mount Christoff,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.1603,-121.6623,8,http://www.wta.org/go-hiking/hikes/mt.-christoff-1171
2077,Silver Moon,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/silver-moon
2078,Sedum Point,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.8150,-121.9662,1,http://www.wta.org/go-hiking/hikes/sedum-point
2079,Shaw Island,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.5849,-122.9279,3,http://www.wta.org/go-hiking/hikes/shaw-island
2080,Lewis Creek Trail - Bellevue,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/lewis-creek-trail-bellevue
2081,Joseph Whidbey State Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.3081,-122.7073,6,http://www.wta.org/go-hiking/hikes/joseph-whidbey-state-park
2082,The Kettles Trail System of Whidbey Island,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.2270,-122.7403,8,http://www.wta.org/go-hiking/hikes/the-kettles-trail-system-of-whidbey-island
2083,CCC Plateau,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4866,-121.6736,5,http://www.wta.org/go-hiking/hikes/ccc-pleateau
2084,Middle Creek,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/middle-creek
2085,2773' 353'P,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/2773-353p
2086,Tumwater Botanical Area,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.6567,-120.7211,11,http://www.wta.org/go-hiking/hikes/tumwater-botanical-area-road-7903
2087,Teepee Falls,North Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/teepee-falls
2088,Change Peak,Snoqualmie Region,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,47.4234,-121.6736,20,http://www.wta.org/go-hiking/hikes/change-peak
2089,Dirty Harry's Connector,Snoqualmie Region,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.4299,-121.5912,16,http://www.wta.org/go-hiking/hikes/dirty-harrys-connector
2090,Deer Creek Falls,Central Cascades,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/deer-creek-falls-1
2091,McKay Ridge,North Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/mckay-ridge
2092,Toothrock,Southwest Washington,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/toothrock
2093,Tennant Lake and Hovander Homestead Trails,Puget Sound and Islands,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/tennant-lake-and-hovander-homestead-trails
2094,Lichtenwasser Lake Snowshoe,Central Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.7845,-121.0323,11,http://www.wta.org/go-hiking/hikes/lichtenwasser-lake-snowshoe
2095,Fort Ward State Park,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/fort-ward-state-park
2096,Crescent Mountain,Mount Rainier Area,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/crescent-mtn
2097,Sweat Creek Basin Trail,Eastern Washington,NR,NR,3.50 out of 5,(2 votes) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/sweat-creek-basin-trail-no.-310-a
2098,Nada Lake,Central Cascades,NR,NR,4.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,44,http://www.wta.org/go-hiking/hikes/nada-lake
2099,Sun Mountain Trails,North Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,48.4732,-120.2974,10,http://www.wta.org/go-hiking/hikes/sun-mountain-trails
2100,Highchair Mountain,Central Cascades,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/highchair-mtn-7016-ft-bootjack-mtn-6789-ft
2101,Norwegian Memorial,Olympic Peninsula,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],NR,48.1548,-124.6672,13,http://www.wta.org/go-hiking/hikes/norwegian-memorial
2102,Denny Mountain,Snoqualmie Region,NR,NR,2.50 out of 5,(2 votes) Log in to rate,[],NR,47.4407,-121.4203,8,http://www.wta.org/go-hiking/hikes/denny-mountain
2103,Beaver Pass,North Cascades,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/beaver-pass
2104,Tom Dick & Harry Lakes,Central Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.8376,-121.5050,2,http://www.wta.org/go-hiking/hikes/bitter-creek-logging-road
2105,Pacific Crest Trail - Windy Pass to Stampede Pass,Snoqualmie Region,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.4832,-121.5088,20,http://www.wta.org/go-hiking/hikes/windy-pass-to-stampede-pass
2106,King Mountain,Eastern Washington,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,48.7424,-118.3800,1,http://www.wta.org/go-hiking/hikes/king-mountain
2107,White Chuck Mountain,North Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,48.2124,-121.4262,12,http://www.wta.org/go-hiking/hikes/white-chuck-mountain
2108,Sibley Pass,North Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/sibley-pass
2109,Mount Morpheus,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,5,http://www.wta.org/go-hiking/hikes/morpheous-5432-attempt
2110,Mount Finn,Central Cascades,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/mount-finn
2111,Box Ridge,Snoqualmie Region,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/box-ridge
2112,Grouse Vista Trail,Mount Rainier Area,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/grouse-vista-trail-180f
2113,Alta Mountain Tarns,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/alta-mountain-tarns-via-mineral-creek-trail
2114,Snowshed Head,Snoqualmie Region,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/snowshed-head-3796
2115,Lennox Mountain,Central Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.6744,-121.5080,12,http://www.wta.org/go-hiking/hikes/lennox-5894-attempt
2116,Swauk Ridge,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/swauk-ridge-4205
2117,South Cle Elum Ridge,Central Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/south-c-le-elum-ridge-west-5040
2118,Bessequartz Peak,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/bessequartz
2119,Camano Ridge Forest Preserve,Puget Sound and Islands,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.2145,-122.4820,12,http://www.wta.org/go-hiking/hikes/camano-ridge-forest-preserve
2120,Fool's Day Peak,Central Cascades,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/fools-day-peak-5203-428p
2121,Cold Lake,South Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/cold-lake
2122,Tieton Glacier,South Cascades,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,NR,NR,1,http://www.wta.org/go-hiking/hikes/tieton-glacier
